Co_ID,PO ID,Exchange,Name," Root
Ticker "," Market Cap (C$)
31-December-2023 "," O/S Shares
31-December-2023 ",Sector, Sub-Sector ,"HQ
Location","HQ
Region",Listing Type,Listing Date,Interlisted,Trading on OTC,"CPC/
Former
CPC","S&P/TSX Venture 
Composite Index",2023 Venture 50,USA City,Asia Region," Volume YTD
31-December-2023 "," Value (C$) YTD
31-December-2023 "," Number of 
Trades YTD
31-December-2023 "," Number of
Months in
Trading Data ",AFRICA,ASIA,AUS/NZ/PNG,CANADA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Royalty Streaming,Other Properties
V-03121,1133804,TSXV,Bravada Gold Corporation,BVA," 8,147,515 "," 148,136,645 ",Mining,,BC,Canada,Other,20100504,,OTCQB,,,,,," 26,636,129 "," 1,425,033 "," 1,818 ", 12 ,,,,,,,,NV,,Y,,,,,,,,,,,,,,,,Y,,
V-02715,1105900,TSXV,JZR Gold Inc.,JZR," 8,031,417 "," 42,270,616 ",Mining,,BC,Canada,IPO,20080129,,OTCQB,,,,,," 3,843,782 "," 1,581,515 ", 920 , 12 ,,,,,Brazil,,,,,Y,,,,,,,,,,,,,,,,,,
V-00581,1005786,TSXV,Peruvian Metals Corp.,PER," 7,979,402 "," 99,742,521 ",Mining,,ON,Canada,,,,OTCQB,,,,,," 5,086,256 "," 394,782 "," 1,078 ", 12 ,,,,,Peru,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-01357,27626,TSXV,Galleon Gold Corp.,GGO," 7,939,334 "," 63,514,675 ",Mining,,ON,Canada,TSX Comedown,20131010,,,,,,,," 11,131,466 "," 1,895,566 "," 2,166 ", 12 ,,,,ON,,,,ID,,Y,,,,,,,,,,,,,,,,,,
V-04033,1156380,TSXV,K2 Gold Corporation,KTO," 7,844,944 "," 98,061,800 ",Mining,,BC,Canada,IPO,20120723,,OTCQB,,,,,," 14,854,289 "," 2,036,346 "," 1,321 ", 12 ,,,,YT,,,,CA,,Y,,,,,,,,,,,,,,,,,,
V-00542,1096190,TSXV,Desert Gold Ventures Inc.,DAU," 7,818,655 "," 195,466,386 ",Mining,,BC,Canada,RTO,20120518,,OTCQB,,,,,," 24,180,518 "," 1,247,841 "," 1,129 ", 12 ,Mali,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03741,1133295,TSXV,Transatlantic Mining Corp.,TCO," 7,797,592 "," 86,639,916 ",Mining,,BC,Canada,Other,20110325,,,,,,,," 33,521,903 "," 2,597,568 "," 3,174 ", 12 ,,,,,,,,"ID, MT",,Y,,Y,,,,,,,,,,,,,,,,
V-01783,1023916,TSXV,PPX Mining Corp.,PPX," 7,796,384 "," 519,758,966 ",Mining,,BC,Canada,Other,20050715,Lima (BVL),,,,,,," 5,385,929 "," 105,294 ", 226 , 12 ,,,,,Peru,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-00696,1098014,TSXV,Fokus Mining Corporation,FKM," 7,774,162 "," 111,059,460 ",Mining,,QC,Canada,Other,20050107,,OTCQB,,,,,," 37,253,950 "," 2,920,533 "," 2,407 ", 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04094,1160545,TSXV,Chibougamau Independent Mines Inc.,CBG," 7,633,192 "," 61,065,536 ",Mining,,QC,Canada,Other,20130125,,,,,,,," 5,931,568 "," 699,758 ", 494 , 12 ,,,,QC,,,,,,Y,Y,Y,,,,,,,Y,,,,,,,,,
V-04088,1158135,TSXV,Chakana Copper Corp.,PERU," 7,628,817 "," 169,529,258 ",Mining,,BC,Canada,RTO,20180131,,OTCQB,,,,,," 27,785,136 "," 1,507,139 "," 1,852 ", 12 ,,,,,Peru,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-02850,1117880,TSXV,Renegade Gold Inc.,RAGE," 7,624,263 "," 18,595,763 ",Mining,,ON,Canada,IPO,20080715,,OTCQX,,,,,," 23,446,167 "," 3,936,759 "," 4,252 ", 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00819,1096692,TSXV,Golden Arrow Resources Corporation,GRG," 7,612,596 "," 126,876,596 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 5,713,287 "," 545,260 ", 726 , 12 ,,,,,"Argentina, Chile",,,,,Y,,Y,,,,,,,,,,,,,,,,Cobalt
V-04551,1182440,TSXV,Kainantu Resources Ltd.,KRL," 7,592,118 "," 189,802,956 ",Mining,,Singapore,Asia,QT,20201208,,,Y,,,,Singapore," 22,514,756 "," 1,239,158 "," 1,437 ", 12 ,,,Papua New Guinea,,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04560,1182390,TSXV,Halcones Precious Metals Corp.,HPM," 7,561,002 "," 151,220,036 ",Mining,,ON,Canada,QT,20220922,,,Y,,,,," 27,062,336 "," 1,984,355 ", 758 , 12 ,,,,,Chile,,,,,Y,,,,,,,,,,,,,,,,,,
V-01259,1074399,TSXV,Melkior Resources Inc.,MKR," 7,538,838 "," 34,267,447 ",Mining,,QC,Canada,,,,,,,,,," 6,976,824 "," 961,732 "," 1,730 ", 12 ,,,,"ON, QC",,,,,,Y,,,,,,,,,,,,,,,,Y,,
V-02817,1118114,TSXV,ALX Resources Corp.,AL," 7,431,804 "," 247,726,814 ",Mining,,BC,Canada,QT,20100819,,,Y,,,,," 58,194,123 "," 1,975,811 "," 2,757 ", 12 ,,,,"NS, ON, QC, SK",,,Norway,,,Y,,Y,Y,,,,,,,,,Y,Y,,,,,
V-00287,22181,TSXV,Empire Metals Corp.,EP," 7,372,419 "," 98,298,925 ",Mining,,BC,Canada,,,,,,,,,," 317,718 "," 32,142 ", 107 , 12 ,,,,ON,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,Graphite
V-01393,1023898,TSXV,Compass Gold Corporation,CVB," 7,277,931 "," 103,970,446 ",Mining,,BC,Canada,RTO from NEX,20171130,,,,,,,," 3,300,834 "," 312,967 ", 490 , 12 ,Mali,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01344,1051464,TSXV,Kaizen Discovery Inc.,KZD," 7,253,729 "," 65,942,992 ",Mining,,BC,Canada,RTO,20131206,,,Y,,,,," 935,738 "," 132,963 ", 208 , 12 ,,,,BC,Peru,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02722,1112182,TSXV,Stelmine Canada Ltée / Stelmine Canada Ltd.,STH," 7,160,421 "," 102,291,733 ",Mining,,QC,Canada,IPO,20080128,,OTCQB,,,,,," 17,881,391 "," 2,082,957 "," 3,132 ", 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02183,14414,TSXV,Quebec Precious Metals Corporation,QPM," 7,101,910 "," 94,692,135 ",Mining,,QC,Canada,,,,OTCQB,,,,,," 13,607,615 "," 1,202,667 "," 1,188 ", 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04076,1160860,TSXV,Fredonia Mining Inc.,FRED," 7,086,218 "," 177,155,444 ",Mining,,Argentina,Latin America,QT from NEX,20210714,,,Y,,,,," 3,414,551 "," 288,152 ", 287 , 12 ,,,,,Argentina,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-02516,1110951,TSXV,Bedford Metals Corp.,BFM," 7,041,480 "," 6,460,073 ",Mining,,BC,Canada,QT,20091231,,,Y,,,,," 4,918,160 "," 820,223 ", 434 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03822,1135691,TSXV,Val-D'Or Mining Corporation,VZZ," 7,015,514 "," 82,535,459 ",Mining,,QC,Canada,Other,20110715,,,,,,,," 3,762,838 "," 358,591 ", 406 , 12 ,,,,"ON, QC",,,,,,Y,,,,,,,,,,,,,,,,,,
V-00203,14398,TSXV,St. James Gold Corp.,LORD," 7,000,934 "," 33,337,783 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 4,441,058 "," 832,061 ", 809 , 12 ,,,,NL,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02307,1104541,TSXV,Sanatana Resources Inc.,STA," 6,988,574 "," 77,650,822 ",Mining,,BC,Canada,Other,20060517,,,,,,,," 19,363,852 "," 931,193 ", 925 , 12 ,,,Solomon Islands,ON,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-01872,1023965,TSXV,Stratabound Minerals Corp.,SB," 6,919,126 "," 276,765,029 ",Mining,,ON,Canada,,,,OTCQB,,,,,," 16,620,082 "," 584,251 ", 832 , 12 ,,,,"NB, ON, YT",,,,CA,,Y,,Y,,,,,,,,,,,,,,,,
V-03734,1139030,TSXV,QMC Quantum Minerals Corp.,QMC," 6,878,312 "," 91,710,824 ",Mining,,BC,Canada,IPO,20110228,,,,,,,," 6,956,731 "," 1,063,836 "," 1,531 ", 12 ,,,,MB,,,,,,Y,,Y,,,,,,,Y,,,Y,,,,,,
V-00331,17006,TSXV,Thunder Gold Corp.,TGOL," 6,876,033 "," 171,900,818 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 54,149,767 "," 1,826,584 "," 1,837 ", 12 ,,,,"NL, ON",,,,,,Y,,,,,,,,,,,,,,,,Y,,
V-01835,1062243,TSXV,Sparton Resources Inc.,SRI," 6,819,436 "," 158,591,537 ",Mining,,ON,Canada,,,,,,,,,," 17,965,302 "," 749,286 "," 1,055 ", 12 ,,,,"ON, QC",,,,,,Y,,,,,,,,,,,,,,,,,,
V-04603,1183256,TSXV,Evergold Corp.,EVER," 6,785,125 "," 96,930,363 ",Mining,,ON,Canada,IPO,20191004,,,,,,,," 23,844,974 "," 1,761,593 "," 1,875 ", 12 ,,,,BC,,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-02404,1109937,TSXV,Juggernaut Exploration Ltd.,JUGR," 6,718,785 "," 79,044,528 ",Mining,,BC,Canada,QT,20070927,,,Y,,,,," 26,122,084 "," 3,934,772 "," 3,925 ", 12 ,,,,BC,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-03793,1142755,TSXV,Green Mining Innovation Inc.,GMI," 6,687,131 "," 60,792,100 ",Mining,,QC,Canada,RTO,20120619,,,,,,,," 3,765,109 "," 297,180 ", 570 , 9 ,,,,"NB, QC",,,,,,Y,,,,,,,,,,,,,,,,,,
V-04733,1184770,TSXV,Astra Exploration Inc.,ASTR," 6,671,402 "," 47,652,871 ",Mining,,BC,Canada,QT,20220126,,OTCQB,Y,,,,," 3,178,546 "," 433,552 ", 639 , 12 ,,,,,Chile,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-04559,1182395,TSXV,Silver Bullet Mines Corp.,SBMI," 6,669,752 "," 66,697,522 ",Mining,,ON,Canada,QT,20211202,,OTCQB,Y,,,,," 5,910,260 "," 922,338 ", 983 , 12 ,,,,,,,,"AZ, ID, NV",,Y,Y,Y,,,,,,,,,,,,,,,,
V-02901,1117697,TSXV,Nevada Sunrise Metals Corporation,NEV," 6,570,413 "," 109,506,876 ",Mining,,CA,USA,IPO,20080922,,,,,,Auburn,," 17,987,465 "," 2,817,888 "," 4,064 ", 12 ,,,,,,,,NV,,Y,,Y,,,,,,,,,,Y,,,,,,
V-00748,20855,TSXV,GGL Resources Corp.,GGL," 6,388,598 "," 79,857,475 ",Mining,,BC,Canada,,,,,,,,,," 4,691,808 "," 296,286 ", 378 , 12 ,,,,"BC, NT, NU",,,,,,Y,,Y,Y,Y,,,,,,,,,,,,Y,,
V-04389,1178825,TSXV,Vortex Metals Inc.,VMS," 6,308,406 "," 60,080,057 ",Mining,,BC,Canada,QT,20220510,,OTCQB,Y,,,,," 10,792,609 "," 1,340,386 "," 3,428 ", 12 ,,,,,Mexico,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04024,1155186,TSXV,Walker River Resources Corp.,WRR," 6,289,500 "," 43,375,862 ",Mining,,BC,Canada,IPO,20120629,,,,,,,," 11,129,929 "," 2,516,528 "," 2,596 ", 12 ,,,,,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-03982,1152026,TSXV,York Harbour Metals Inc.,YORK," 6,167,614 "," 68,529,041 ",Mining,,BC,Canada,QT,20140423,,OTCQB,Y,,,,," 23,582,686 "," 7,723,601 "," 5,291 ", 12 ,,,,NL,,,,NV,,Y,,Y,,,,,,,Y,,,,,,,,,
V-00782,22045,TSXV,Getty Copper Inc.,GTC," 6,094,560 "," 121,891,205 ",Mining,,BC,Canada,,,,,,,,,," 7,257,816 "," 344,881 ", 312 , 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02762,1116553,TSXV,Prosper Gold Corp.,PGX," 6,073,129 "," 39,181,476 ",Mining,,ON,Canada,QT from NEX,20130903,,OTCQB,Y,,,,," 8,770,330 "," 1,175,774 "," 1,309 ", 12 ,,,,"BC, ON",,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04805,1185555,TSXV,Infinico Metals Corp.,INFM," 6,063,857 "," 57,751,018 ",Mining,,BC,Canada,IPO,20211122,,,,,,,," 7,940,632 "," 556,026 "," 1,331 ", 12 ,,,,NL,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03766,1141150,TSXV,Zephyr Minerals Ltd.,ZFR," 6,006,959 "," 75,086,985 ",Mining,,NS,Canada,QT,20111104,,OTCQB,Y,,,,," 4,347,659 "," 395,028 ", 822 , 12 ,Zimbabwe,,,,,,,CO,,Y,,,,,,,,,,,,,,,,,,
V-01326,33235,TSXV,Capella Minerals Limited,CMIL," 5,924,630 "," 236,985,195 ",Mining,,BC,Canada,Other,20060112,,OTCQB,,,,,," 25,520,461 "," 814,693 "," 1,081 ", 12 ,,,,,,,"Finland, Norway",,,Y,,Y,,,,,,,,Y,,Y,,,,,,Cobalt
V-04507,1180885,TSXV,Kingfisher Metals Corp.,KFR," 5,876,377 "," 130,586,151 ",Mining,,BC,Canada,QT,20210318,,OTCQB,Y,,,,," 12,036,647 "," 1,001,422 "," 1,339 ", 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02701,1111413,TSXV,Sun Summit Minerals Corp.,SMN," 5,808,093 "," 105,601,688 ",Mining,,BC,Canada,IPO,20071218,,OTCQB,,,,,," 41,661,191 "," 3,094,501 "," 2,513 ", 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02019,1023293,TSXV,TRU Precious Metals Corp.,TRU," 5,802,066 "," 165,773,322 ",Mining,,NB,Canada,COB,20180411,,,,,,,," 38,386,523 "," 1,204,563 "," 1,722 ", 12 ,,,,NL,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01406,1009811,TSXV,Canex Metals Inc.,CANX," 5,709,037 "," 114,180,737 ",Mining,,AB,Canada,,,,,,,,,," 12,782,702 "," 703,673 ", 746 , 12 ,,,,BC,,,,AZ,,Y,Y,,,,,,,,,,,,,,,,,
V-02009,1023971,TSXV,Big Tree Carbon Inc.,BIGT," 5,665,993 "," 113,319,856 ",Mining,,ON,Canada,,,,,,,,,," 7,495,811 "," 444,968 ", 611 , 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,Y,,
V-03840,1139201,TSXV,Granite Creek Copper Ltd.,GCX," 5,626,871 "," 160,767,748 ",Mining,,BC,Canada,IPO,20110826,,OTCQB,,,,,," 19,709,828 "," 1,114,465 "," 1,638 ", 12 ,,,,YT,,,,,,Y,,Y,Y,,Y,,,,,,,,,,,,,
V-01126,1095689,TSXV,Sterling Metals Corp.,SAG," 5,624,971 "," 112,499,425 ",Mining,,ON,Canada,QT,20060411,,OTCQB,Y,,,,," 22,562,728 "," 2,390,747 "," 2,610 ", 12 ,,,,NL,,,,,,,Y,Y,,,,,,Y,Y,,,,,,,,,
V-04256,1175115,TSXV,Xali Gold Corp.,XGC," 5,579,594 "," 139,489,840 ",Mining,,BC,Canada,TSX Comedown,20150727,,,,,,,," 6,830,689 "," 325,496 ", 652 , 12 ,,,,,"Mexico, Peru",,,,,Y,Y,,,,,,,,,,,,,,,,,
V-00995,32138,TSXV,Marvel Discovery Corp.,MARV," 5,547,543 "," 138,688,564 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 35,520,543 "," 1,950,967 "," 2,327 ", 12 ,,,,"BC, ON, QC, SK",,,,,,Y,,Y,Y,,,Y,,,,Y,,,Y,,,,,Cobalt
V-00557,1080961,TSXV,Dios Exploration Inc.,DOS," 5,457,693 "," 121,282,066 ",Mining,,QC,Canada,,,,,,,,,," 45,480,735 "," 3,930,121 "," 3,033 ", 12 ,,,,QC,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,
V-00397,1023931,TSXV,Champion Bear Resources Ltd.,CBA," 5,440,482 "," 60,449,798 ",Mining,,AB,Canada,,,,,,,,,," 2,317,619 "," 222,115 ", 286 , 12 ,,,,ON,,,,,,,,,,,,Y,,,,,,,,,,Y,,
V-00268,1091464,TSXV,ExGen Resources Inc.,EXG," 5,430,906 "," 63,893,014 ",Mining,,AB,Canada,,,,,,,,,," 1,723,045 "," 160,668 ", 325 , 12 ,,,,ON,,,,NV,,Y,,Y,,,,,,,,,,,,,,,,
V-00191,42352,TSXV,Copper Lake Resources Ltd.,CPL," 5,410,075 "," 270,503,770 ",Mining,,BC,Canada,,,,,,,,,," 33,095,194 "," 1,774,848 "," 1,862 ", 12 ,,,,ON,,,,,,,Y,Y,Y,,,,,,Y,,,,,,,,,Cobalt
V-04012,1151750,TSXV,ArcWest Exploration Inc.,AWX," 5,393,567 "," 82,977,957 ",Mining,,BC,Canada,QT,20130731,,,Y,,,,," 2,381,746 "," 173,707 ", 271 , 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02310,1106967,TSXV,Latin Metals Inc.,LMS," 5,360,719 "," 71,476,251 ",Mining,,BC,Canada,RTO,20150622,,OTCQB,Y,,,,," 9,251,092 "," 1,611,073 "," 1,625 ", 12 ,,,,,"Argentina, Peru",,,,,Y,Y,Y,,,,,,,,,,,,,,,Y,
V-01203,1074426,TSXV,Windfall Geotek Inc.,WIN," 5,360,000 "," 134,000,000 ",Mining,,QC,Canada,,,,OTCQB,,,,,," 22,639,158 "," 1,665,287 "," 2,182 ", 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,Y,
V-02563,1113391,TSXV,Visible Gold Mines Inc.,VGD," 5,273,275 "," 35,155,164 ",Mining,,QC,Canada,Other,20070717,,,,,,,," 11,967,522 "," 2,044,571 "," 1,657 ", 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00880,1098534,TSXV,Grizzly Discoveries Inc.,GZD," 5,239,294 "," 149,694,119 ",Mining,,AB,Canada,,,,OTCQB,,,,,," 19,376,708 "," 1,324,973 "," 1,958 ", 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02708,1115735,TSXV,M3 Metals Corp.,MT," 5,085,988 "," 10,274,724 ",Mining,,BC,Canada,QT,20100820,,,Y,,,,," 586,228 "," 325,528 ", 245 , 7 ,,,,"BC, NL",,,,AZ,,Y,,Y,,,,,Y,,,,,,,,,,,
V-02529,1109449,TSXV,Scorpio Gold Corporation,SGN," 5,061,107 "," 26,637,406 ",Mining,,BC,Canada,QT,20090615,,,Y,,,,," 5,964,069 "," 282,262 ", 578 , 9 ,,,,,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-02607,1114355,TSXV,Inventus Mining Corp.,IVS," 5,038,947 "," 167,964,904 ",Mining,,ON,Canada,Other,20070905,,,,,,,," 13,388,855 "," 706,505 ", 878 , 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02278,1105053,TSXV,Silver North Resources Ltd.,SNAG," 5,033,419 "," 35,952,994 ",Mining,,BC,Canada,QT,20070731,,OTCQB,Y,,,,," 19,016,052 "," 855,190 "," 1,409 ", 12 ,,,,"BC, YT","Mexico, Peru",,,NV,,Y,Y,,,,,,,,Y,,,,,,,,,
V-03022,1123285,TSXV,BTU Metals Corp.,BTU," 5,009,235 "," 143,121,014 ",Mining,,BC,Canada,QT from NEX,20170620,,OTCQB,Y,,,,," 24,621,183 "," 851,909 "," 1,240 ", 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04312,1177555,TSXV,Antler Gold Inc.,ANTL," 4,995,701 "," 90,830,935 ",Mining,,NS,Canada,QT,20161114,,,Y,,,,," 5,491,063 "," 595,047 ", 349 , 12 ,,,,NL,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03870,1148995,TSXV,Golden Ridge Resources Ltd.,GLDN," 4,967,512 "," 58,441,320 ",Mining,,BC,Canada,RTO,20171019,,,Y,,,,," 11,503,266 "," 1,036,936 "," 1,139 ", 12 ,,,,BC,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-04681,1184500,TSXV,E2Gold Inc.,ETU," 4,947,047 "," 197,881,865 ",Mining,,ON,Canada,IPO,20201230,,OTCQB,,,,,," 41,018,167 "," 1,224,127 "," 1,725 ", 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02491,1112388,TSXV,Wildsky Resources Inc.,WSK," 4,931,177 "," 41,093,141 ",Mining,,BC,Canada,Other,20070425,,,,,,,," 7,573,234 "," 1,013,047 ", 535 , 12 ,Nigeria,,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,,,"Niobium, Tantalum"
V-03926,1154355,TSXV,Dixie Gold Inc.,DG," 4,890,066 "," 25,737,188 ",Mining,,BC,Canada,Other,20111222,,,,,,,," 10,158,541 "," 1,450,223 "," 1,193 ", 12 ,,,,"NT, NU, ON, QC, SK",,,,,,Y,,,,,,,,,,,,Y,Y,,,Y,,Cobalt
V-01084,1084821,TSXV,Lion Rock Resources Inc.,ROAR," 4,877,646 "," 31,468,685 ",Mining,,BC,Canada,,,,,,,,,," 5,595,495 "," 606,355 ", 605 , 12 ,,,,ON,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04830,1185280,TSXV,Taura Gold Inc.,TORA," 4,782,429 "," 22,773,472 ",Mining,,BC,Canada,IPO,20211207,,,,,,,," 1,709,108 "," 412,809 ", 196 , 10 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00632,1099221,TSXV,Metals Creek Resources Corp.,MEK," 4,735,304 "," 157,843,466 ",Mining,,ON,Canada,QT from NEX,20080128,,,Y,,,,," 23,173,498 "," 778,162 "," 1,221 ", 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02386,1107688,TSXV,Fidelity Minerals Corp.,FMN," 4,718,736 "," 85,795,209 ",Mining,,BC,Canada,Other,20061025,SSEV,,,,,,," 2,426,816 "," 162,208 ", 209 , 12 ,,,,,Peru,,,,,Y,,,,,,,,,,,,,,,,,,
V-02805,1117840,TSXV,AM Resources Corp.,AMR," 4,713,872 "," 157,129,072 ",Mining,,QC,Canada,RTO,20180515,,,,,,,," 12,493,430 "," 279,590 ", 280 , 8 ,,,,,Colombia,,,,,Y,,,,,,,,,,,,,,Y,,,,Asphaltite
V-00245,1023713,TSXV,Golden Pursuit Resources Ltd.,GDP," 4,679,136 "," 38,992,800 ",Mining,,BC,Canada,RTO,20050119,,,,,,,," 2,998,087 "," 507,624 ", 337 , 12 ,,,,NT,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-00608,822191,TSXV,Baru Gold Corp.,BARU," 4,658,797 "," 232,939,851 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 63,357,104 "," 2,055,686 "," 2,576 ", 12 ,,Indonesia,,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02723,1112057,TSXV,Guyana Goldstrike Inc.,GYA," 4,656,319 "," 38,802,656 ",Mining,,BC,Canada,IPO,20080130,,,,,,,,,,,,,,,,Guyana,,,,,Y,,,,,,,,,,,,,,,,,,
V-02688,1115788,TSXV,Falcon Gold Corp.,FG," 4,624,598 "," 132,131,361 ",Mining,,ON,Canada,QT from NEX,20110503,,OTCQB,Y,,,,," 25,104,338 "," 1,128,440 "," 1,434 ", 12 ,,,,ON,,,,,,Y,Y,Y,,,,,,,,,,,,,,Y,,
V-00490,1023685,TSXV,GPM Metals Inc.,GPM," 4,607,848 "," 83,779,058 ",Mining,,ON,Canada,,,,,,,,,," 7,589,793 "," 540,140 ", 521 , 12 ,,,Australia,,,,,,,,Y,,,,,,,Y,Y,,,,,,,,,
V-04767,1184955,TSXV,Centenario Gold Corp.,CTG," 4,564,907 "," 41,499,156 ",Mining,,BC,Canada,QT,20231031,,,Y,,,,," 1,419,110 "," 167,397 ", 118 , 4 ,,,,,Mexico,,,,,Y,,,,,,,,,,,,,,,,,,
V-02381,1106952,TSXV,Inca One Gold Corp.,INCA," 4,526,420 "," 41,149,271 ",Mining,,BC,Canada,QT,20070122,SSEV,OTCQB,Y,,,,," 3,911,143 "," 670,868 "," 1,043 ", 12 ,,,,,Peru,,,,,Y,,,,,,,,,,,,,,,,,,
V-04484,1181747,TSXV,Western Gold Exploration Ltd.,WGLD," 4,507,472 "," 50,083,017 ",Mining,,Scotland,UK/Europe,QT,20201029,,,Y,,,,," 1,927,529 "," 178,290 ", 195 , 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-00265,15928,TSXV,Iconic Minerals Ltd.,ICM," 4,425,272 "," 147,509,051 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 21,891,674 "," 1,339,648 "," 2,070 ", 12 ,,,,,,,,NV,,Y,,,,,,,,,,,,Y,,,,,,
V-04785,1185380,TSXV,Genius Metals Inc.,GENI," 4,395,885 "," 97,686,343 ",Mining,,QC,Canada,Other,20210930,,,,,,,," 24,046,613 "," 1,535,727 "," 2,096 ", 12 ,,,,"NS, QC",,,,,,Y,,,,,,,,,,,,Y,,,,,,Phosphate
V-00302,1023378,TSXV,CMC Metals Ltd.,CMB," 4,386,227 "," 146,207,564 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 51,301,149 "," 5,270,951 "," 6,465 ", 12 ,,,,"BC, NL, YT",,,,,,,Y,,,,,,,Y,Y,,,,,,,,,
V-00435,1102444,TSXV,Colibri Resource Corporation,CBI," 4,370,979 "," 97,132,875 ",Mining,,BC,Canada,Other,20050805,,,,,,,," 9,842,340 "," 513,573 ", 714 , 12 ,,,,,Mexico,,,,,Y,,,,,,,,,,,,,,,,,,
V-01934,1101461,TSXV,Highway 50 Gold Corp.,HWY," 4,348,550 "," 45,774,214 ",Mining,,BC,Canada,Other,20050922,,,,,,,," 539,408 "," 56,251 ", 75 , 12 ,,,,BC,,,,NV,,Y,Y,,,,,,,Y,Y,,,,,,,,,
V-01633,1023711,TSXV,RJK Explorations Ltd.,RJX," 4,338,218 "," 78,876,697 ",Mining,,ON,Canada,,,,,,,,,," 4,314,812 "," 211,979 ", 425 , 12 ,,,,"NL, ON",,,,,,Y,Y,,,,,,,,,,,,,,,Y,,
V-00339,17932,TSXV,Canasil Resources Inc.,CLZ," 4,314,428 "," 143,814,280 ",Mining,,BC,Canada,,,,,,,,,," 16,958,671 "," 412,137 ", 915 , 12 ,,,,BC,Mexico,,,,,Y,Y,Y,,,,,,Y,Y,,,,,,,,,
V-03143,1131627,TSXV,Badlands Resources Inc.,BLDS," 4,296,761 "," 11,307,265 ",Mining,,BC,Canada,IPO,20100630,,,,,,,," 12,981,930 "," 1,156,656 "," 1,421 ", 12 ,,,,,,,,SD,,Y,,,,,,,,,,,,,,,,,,
V-03901,1143120,TSXV,Signature Resources Ltd.,SGU," 4,269,805 "," 106,745,127 ",Mining,,BC,Canada,IPO,20111118,,OTCQB,,,,,," 16,812,531 "," 608,847 ", 935 , 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
